,length_url,length_hostname,ip,nb_dots,nb_hyphens,nb_at,nb_qm,nb_and,nb_or,nb_eq,nb_underscore,nb_tilde,nb_percent,nb_slash,nb_star,nb_colon,nb_comma,nb_semicolumn,nb_dollar,nb_space,nb_www,nb_com,nb_dslash,http_in_path,https_token,ratio_digits_url,ratio_digits_host,punycode,port,tld_in_path,tld_in_subdomain,abnormal_subdomain,nb_subdomains,prefix_suffix,random_domain,shortening_service,path_extension,nb_redirection,nb_external_redirection,length_words_raw,char_repeat,shortest_words_raw,shortest_word_host,shortest_word_path,longest_words_raw,longest_word_host,longest_word_path,avg_words_raw,avg_word_host,avg_word_path,phish_hints,domain_in_brand,brand_in_subdomain,brand_in_path,suspecious_tld,statistical_report,nb_hyperlinks,ratio_intHyperlinks,ratio_extHyperlinks,ratio_nullHyperlinks,nb_extCSS,ratio_intRedirection,ratio_extRedirection,ratio_intErrors,ratio_extErrors,login_form,external_favicon,links_in_tags,submit_email,ratio_intMedia,ratio_extMedia,sfh,iframe,popup_window,safe_anchor,onmouseover,right_clic,empty_title,domain_in_title,domain_with_copyright,whois_registered_domain,domain_registration_length,domain_age,web_traffic,dns_record,google_index,page_rank
5536,32,24,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,4,3,3,0,16,16,0,9.5,9.5,0,0,0,0,0,0,0,129,0.84496124,0.15503876,0,0,0,0.15,0,0.1,0,1,62.5,0,94.73684211,5.263157895,0,0,0,18.75,0,0,0,1,1,0,1038,-1,0,0,0,4
5537,159,19,0,3,2,0,1,1,0,2,2,0,0,13,0,1,0,1,0,0,0,0,0,0,1,0.031446541,0,0,0,0,0,0,3,1,0,0,0,0,0,21,4,1,15,1,15,15,11,6.047619048,15,5.6,6,0,0,0,0,0,120,0.033333333,0.966666667,0,13,0,0,0,0.043103448,0,1,1.960784314,0,0,100,0,0,0,7.142857143,0,0,0,1,0,0,238,1589,0,0,1,0
5538,45,18,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,4,3,3,8,10,10,9,7.5,6.5,8.5,0,0,0,0,0,0,128,0.7734375,0.2265625,0,1,0,0,0,0.137931034,0,1,68.42105263,0,100,0,0,0,0,36.66666667,0,0,0,0,1,0,326,9169,599,0,0,7
5539,37,30,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0.027027027,0.033333333,0,0,0,0,0,2,0,0,1,0,1,0,2,0,8,8,0,17,17,0,12.5,12.5,0,0,1,0,0,0,0,14,0.071428571,0.928571429,0,0,0,0.846153846,0,0.615384615,0,1,0,0,0,0,0,0,0,14.28571429,0,0,0,1,0,0,374,7295,0,0,1,5
5540,52,16,0,2,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,1,0.057692308,0.0625,0,0,0,0,0,2,0,0,0,0,0,0,6,2,2,12,2,12,12,8,6,12,4.8,0,0,0,0,0,0,58,0.620689655,0.379310345,0,3,0,0.136363636,0,0.772727273,0,1,8.333333333,0,0,0,0,0,0,16.66666667,0,0,0,1,1,0,195,1996,0,0,1,0
5541,40,17,0,3,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,6,3,1,3,1,9,9,4,4,6,3,0,0,0,0,0,0,179,0.653631285,0.346368715,0,0,0,0.129032258,0,0.612903226,0,1,30.95238095,0,100,0,0,0,0,50,0,0,0,0,0,0,621,8144,12364,0,0,6
5542,64,20,0,2,3,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,3,3,3,4,12,12,10,6.714285714,7.5,6.4,0,0,0,0,0,2,58,1,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,1,0,0,333,2223,159597,0,0,4
5543,53,22,0,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,1,0,4,4,3,3,8,14,14,14,9.75,8.5,11,0,0,0,0,0,0,184,0.994565217,0.005434783,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,95.65217391,0,0,0,1,1,0,449,7587,988,0,0,5
5544,51,27,0,3,2,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,7,3,3,3,4,7,7,6,4.857142857,5,4.666666667,0,0,0,0,0,0,44,0.886363636,0.113636364,0,1,0,0.2,0,0,0,1,60,0,0,0,0,0,0,87.5,0,0,0,1,0,0,98,3189,5346311,0,0,3
5545,36,29,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,1,0,2,0,8,8,0,16,16,0,12,12,0,0,1,0,0,0,0,22,0.318181818,0.681818182,0,3,0,0,0,0,0,1,50,0,0,0,0,0,0,0,0,0,0,1,0,0,370,7299,0,0,0,5
5547,48,31,0,4,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.0625,0.096774194,0,0,0,0,0,3,0,0,1,0,0,0,5,2,1,1,9,14,14,9,6.6,6,9,0,0,0,0,0,0,22,0.181818182,0.818181818,0,1,0,0.277777778,0,0,0,1,0,0,16.66666667,83.33333333,0,0,0,25,0,0,0,1,1,0,218,5626,3528017,0,1,5
5548,127,61,1,3,4,0,1,0,0,1,2,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0.299212598,0.278688525,0,0,0,0,1,3,0,0,0,0,0,0,12,5,2,4,2,32,20,32,8.666666667,8.666666667,8.666666667,0,0,0,0,0,2,51,0.588235294,0.411764706,0,1,0,0.095238095,0,0,0,1,9.090909091,0,50,50,0,0,0,100,0,0,0,1,0,0,168,1659,2580873,0,1,0
5549,34,17,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,3,3,3,7,9,9,7,6.333333333,6,7,0,1,0,0,0,0,62,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,2507,5892,35,0,0,10
5550,52,17,0,1,3,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0.076923077,0,0,0,0,0,0,1,0,0,0,0,3,0,6,2,3,13,3,13,13,6,5.833333333,13,4.4,0,0,0,0,0,0,163,0.834355828,0.165644172,0,0,0,0.111111111,0,0.259259259,1,1,62.5,0,100,0,0,0,0,85.9375,0,0,0,1,1,0,1748,3730,7994,0,1,5
5551,50,17,0,3,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,6,3,3,3,3,11,9,11,5.666666667,6,5.5,0,0,0,0,0,0,168,0.625,0.375,0,0,0,0.158730159,0,0.603174603,0,1,30.95238095,0,100,0,0,0,0,44.44444444,0,0,0,0,0,0,618,8147,12601,0,0,6
5552,43,14,0,3,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0.139534884,0,0,0,0,0,0,3,0,0,0,0,2,0,6,1,2,2,3,8,8,6,4.666666667,5,4.5,0,0,0,0,0,0,65,0.938461538,0.061538462,0,0,0,1,0,0,0,1,86.66666667,0,50,50,0,0,0,100,0,0,0,1,0,0,147,7159,2320,0,1,3
5553,92,18,1,2,1,0,1,1,0,2,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0.27173913,0,0,0,0,0,0,2,1,0,0,0,0,0,8,3,1,6,1,40,7,40,9.125,6.5,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2460,0,0,0,0
5554,57,20,0,3,0,0,0,0,0,0,0,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,1,3,14,3,14,14,11,7.8,14,6.25,1,0,0,0,0,0,53,0.924528302,0.075471698,0,1,0,0.25,0,0,0,1,93.75,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3257,4591292,0,1,1
5555,41,14,0,1,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,2,4,10,4,10,10,7,6.75,10,5.666666667,0,0,0,0,0,0,104,0.855769231,0.144230769,0,1,0,0,0,0,0,1,92.85714286,0,15.38461538,84.61538462,0,0,0,100,0,0,0,1,0,0,22,4360,115625,0,1,5
5556,39,31,0,1,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.025641026,0.032258065,0,0,0,0,0,1,0,0,0,0,1,0,3,0,6,6,0,10,10,0,8.333333333,8.333333333,0,0,0,0,0,0,0,34,1,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,100,0,0,0,1,1,0,316,-1,0,0,1,0
5557,51,43,0,2,3,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.098039216,0.11627907,0,0,0,0,0,2,0,0,0,0,0,0,5,1,5,5,0,9,9,0,7,7,0,0,0,0,0,0,0,28,0.25,0.75,0,0,0,0.142857143,0,0.142857143,0,0,100,0,0,0,0,0,0,4.545454545,0,0,0,1,1,0,175,7129,8386524,1,1,1
5558,66,15,0,3,0,0,1,0,0,1,1,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0.090909091,0,0,0,0,0,0,3,0,0,1,0,2,0,9,5,1,3,1,15,7,15,5.111111111,5,5.142857143,1,1,0,0,0,0,22,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,9158,65,0,1,8
5559,24,16,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0,0,0,2,3,3,3,0,6,6,0,4.5,4.5,0,0,0,0,0,0,0,125,0.968,0.032,0,0,0,0.75,0,0.25,0,0,100,0,100,0,0,0,0,50,0,0,0,0,0,0,0,-1,0,0,0,2
5560,50,24,0,3,1,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,1,0,0,0,0,0,7,0,3,4,3,10,10,5,4.857142857,6.333333333,3.75,0,0,0,0,0,0,73,0.821917808,0.178082192,0,0,0,0.615384615,0,0.076923077,0,0,100,0,100,0,0,0,0,55.17241379,0,0,0,1,1,0,0,-1,1383746,0,0,5
5561,37,12,0,1,0,0,1,0,0,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0.108108108,0,0,0,0,0,0,1,0,0,1,0,0,0,4,2,3,8,3,8,8,7,5.5,8,4.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,90,2102,0,0,1,0
5562,117,42,1,4,0,0,1,2,0,3,2,0,0,5,0,1,0,0,0,0,0,1,0,0,1,0.162393162,0,0,0,0,1,0,3,0,0,0,0,1,0,11,5,2,3,2,17,13,17,8.363636364,8.75,8.142857143,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,1,0,0,14,4003,5828815,0,1,0
5563,172,14,1,3,2,0,1,3,0,4,1,0,0,10,0,2,0,3,0,0,1,1,1,1,0,0.11627907,0,0,0,1,0,0,3,1,0,0,0,0,0,20,14,1,3,1,34,6,34,6.9,4.5,7.166666667,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,1,0,0,2976,8346,0,0,0,10
5564,73,42,0,4,2,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,1,0.01369863,0.023809524,0,0,0,0,0,3,0,0,1,0,0,0,10,1,1,1,1,9,9,9,5.2,5.5,4.75,0,0,0,0,0,0,21,0.19047619,0.80952381,0,1,0,0.176470588,0,0,0,1,0,0,20,80,0,0,0,25,0,0,0,1,1,0,228,5616,0,0,1,5
5565,51,13,1,5,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,1,0,0,1,0.196078431,0.769230769,0,0,1,1,1,3,0,0,0,0,0,0,13,5,2,2,2,7,3,7,3.461538462,2.5,3.888888889,1,0,0,1,0,2,44,0.545454545,0.454545455,0,1,0,0.1,0,0,0,1,10,0,50,50,0,0,0,100,0,0,0,1,1,1,0,-1,0,1,1,0
5566,119,42,1,4,0,0,1,2,0,3,2,0,0,5,0,1,0,0,0,0,0,1,0,0,1,0.159663866,0,0,0,0,1,0,3,0,0,0,0,1,0,12,5,2,3,2,17,13,17,7.833333333,8.75,7.375,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,1,0,0,14,4003,5816617,0,1,0
5567,68,15,0,2,0,0,0,0,0,0,1,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0.088235294,0,0,0,0,0,0,2,0,0,0,0,2,0,6,3,1,4,1,26,6,26,8.5,5,10.25,0,1,0,0,0,0,10,0.7,0.3,0,0,0,0,0,0,0,1,66.66666667,0,100,0,0,0,0,100,0,0,0,0,1,0,2974,8348,1,0,1,10
5568,20,11,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.05,0.090909091,0,0,0,0,0,2,0,1,0,0,0,0,2,3,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,104,0.884615385,0.115384615,0,0,0,0.416666667,0,0,0,0,50,0,66.66666667,33.33333333,0,0,0,38.46153846,0,0,0,0,0,0,442,8687,513818,0,0,4
5569,101,27,0,2,9,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,12,4,2,3,2,19,19,10,6.5,11,5.6,0,0,0,0,0,0,21,0.80952381,0.19047619,0,0,0,0,0,0,0,0,42.85714286,0,100,0,0,0,0,100,0,0,0,1,1,0,66,2491,1315290,0,1,2
5570,43,34,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,3,27,27,0,27,27,0,27,27,0,0,0,0,0,0,0,57,0.210526316,0.789473684,0,3,0,0.088888889,0,0.022222222,0,1,27.27272727,0,25,75,0,0,0,9.677419355,0,0,0,1,1,0,0,-1,562211,0,0,3
5571,44,25,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.068181818,0.12,0,0,0,0,0,3,0,0,0,0,0,0,4,5,3,7,3,13,13,6,7.25,10,4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,644,1546,4669,0,1,2
5572,15,4,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.133333333,0.25,0,0,0,0,0,1,0,0,0,0,4,0,2,0,1,1,3,3,1,3,2,1,3,0,0,0,0,0,0,56,0,1,0,10,0,0.017857143,0,0,0,1,0,0,0,100,0,0,0,0,0,0,0,1,1,0,0,-1,0,0,1,4
5573,71,19,0,3,4,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,10,5,2,3,2,11,11,10,5.1,7,4.625,0,0,0,0,0,0,14,0.714285714,0.285714286,0,0,0,0.5,0,0,0,0,66.66666667,0,0,0,0,0,0,75,0,0,0,1,0,0,204,3814,0,0,1,3
5574,76,27,1,4,3,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0.276315789,0.259259259,0,0,0,0,0,3,0,0,0,0,1,0,10,3,2,2,4,12,12,8,5.7,7.333333333,5,0,0,0,0,0,2,10,0.3,0.7,0,0,0,0.571428571,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,1,1,0,269,4478,188429,0,1,2
5575,35,22,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,3,3,3,3,4,14,14,4,7,8.5,4,0,0,0,0,0,0,115,0.939130435,0.060869565,0,0,0,0.142857143,0,0.142857143,0,0,66.66666667,0,100,0,0,0,0,64.28571429,0,0,0,0,1,0,67,5046,379,0,0,5
5576,35,18,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,3,3,3,3,8,10,10,8,7,6.5,8,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,286,78,0,0,0,0
5577,24,15,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,7,7,0,5,5,0,0,0,0,0,0,0,8,0.125,0.875,0,2,0,0,0,0,0,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2160,2282602,0,0,1
5578,86,10,1,2,2,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0.174418605,0,0,0,0,0,0,2,1,0,0,0,0,0,7,3,3,7,3,32,7,32,9.571428571,7,10,0,0,0,0,0,0,57,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,0,1106,3277,8137075,0,1,2
5579,42,13,0,2,0,0,1,0,0,0,1,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0.047619048,0,0,0,0,0,0,2,0,0,1,0,0,0,5,1,3,9,3,9,9,5,4.8,9,3.75,0,0,0,0,0,0,19,0.947368421,0.052631579,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,1,0,0,308,1884,0,0,1,0
5580,64,24,0,3,1,0,1,0,0,1,1,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,9,1,2,4,2,10,10,10,5.111111111,6.333333333,4.5,0,0,0,0,0,0,152,0.381578947,0.618421053,0,0,0,0.691489362,0,0.042553191,0,0,100,0,34.28571429,65.71428571,0,0,0,2.739726027,0,0,0,1,1,0,0,-1,1302838,0,0,5
5581,28,13,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.035714286,0.076923077,0,0,0,0,0,3,0,0,0,0,0,0,4,0,3,4,3,5,5,3,3.75,4.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,160,7533,0,0,0,5
5582,93,13,1,3,0,0,0,0,0,0,4,0,0,13,0,1,0,0,0,0,1,0,0,0,1,0.11827957,0,0,0,0,0,0,3,0,0,0,0,1,0,18,5,1,3,1,7,5,7,3.611111111,4,3.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,661,12124,1001,0,1,7
5583,86,15,0,3,4,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,1,0.093023256,0,0,0,0,0,0,3,0,1,0,0,1,0,13,2,2,3,2,10,7,10,4.846153846,5,4.818181818,0,0,0,0,0,0,492,0.969512195,0.030487805,0,1,0,0.266666667,0,0,0,1,90.90909091,0,100,0,0,0,0,50,0,0,0,0,0,0,2249,9803,72,0,0,8
5584,29,17,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,3,2,3,2,9,9,2,4.666666667,6,2,0,0,0,0,0,0,83,0.879518072,0.120481928,0,0,0,0.1,0,0,0,0,40,0,0,100,0,0,0,0,0,0,0,1,0,0,189,-1,866272,0,0,4
5585,26,18,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,4,3,3,0,10,10,0,6.5,6.5,0,0,0,0,0,0,0,12,0.833333333,0.166666667,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,1,0,0,147,2406,297796,0,0,4
5586,159,6,1,6,0,0,2,5,0,5,1,0,0,9,0,2,0,5,0,0,1,0,1,1,0,0.075471698,0.166666667,0,0,0,0,0,3,0,1,0,0,0,0,24,8,1,3,1,12,3,12,5.083333333,3,5.173913043,2,0,0,1,0,0,38,0.421052632,0.578947368,0,2,0,0.136363636,0,0.090909091,0,1,35.71428571,0,0,100,0,0,0,33.33333333,0,0,0,1,1,1,0,-1,10524904,0,1,0
5587,95,16,1,3,0,0,0,0,0,0,2,0,1,9,0,1,0,0,0,1,1,0,0,0,1,0.242105263,0,0,0,0,0,0,3,0,0,0,0,1,0,13,5,3,3,3,10,8,10,5.538461538,5.5,5.545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,576,5632,327612,0,1,4
5588,35,16,0,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,3,2,3,2,7,7,7,4.75,5,4.5,0,0,0,0,0,0,335,0.937313433,0.062686567,0,0,0,0.714285714,0,0.047619048,0,0,95.23809524,0,100,0,0,0,0,39.39393939,0,0,0,0,0,0,18,5826,361265,0,0,5
5589,29,21,0,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,1,0,3,3,3,3,0,6,6,0,5,5,0,0,0,0,0,0,0,242,0.966942149,0.033057851,0,0,0,0.125,0,0.125,0,0,90.90909091,0,93.93939394,6.060606061,0,0,0,0,0,0,0,0,1,0,191,8576,1715731,0,0,5
5590,92,18,1,2,1,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,1,0,0,0,1,0.22826087,0,0,0,0,0,0,2,1,0,0,0,0,0,8,4,2,3,2,32,10,32,9.125,6.5,10,3,0,0,0,0,0,57,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,0,111,254,0,0,1,0
5591,25,18,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,4,4,0,8,8,0,6,6,0,0,0,0,0,0,0,221,0.864253394,0.135746606,0,3,0,0.033333333,0,0,0,1,60,0,91.66666667,8.333333333,0,0,0,82.02247191,0,0,0,1,1,0,515,1677,220624,0,0,4
5592,21,13,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,4,3,3,0,6,6,0,4.5,4.5,0,0,0,0,0,0,0,124,0.540322581,0.459677419,0,0,0,0,0,0.105263158,0,1,42.55319149,0,100,0,0,0,0,40,0,0,0,0,0,0,0,-1,633420,0,0,4
5593,20,13,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,2,2,0,7,7,0,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-1,815647,0,0,2
5594,72,22,0,5,1,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,9,1,2,7,2,10,10,9,5.777777778,8.5,5,1,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,100,0,0,0,1,0,0,173,5670,885,0,1,6
5595,25,16,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,3,3,3,0,6,6,0,4.5,4.5,0,0,0,0,0,0,0,188,0.60106383,0.39893617,0,2,0,0.053333333,0,0.026666667,0,1,0,0,39.65517241,60.34482759,0,0,0,17.64705882,0,0,0,0,0,0,1492,8735,289055,0,0,5
5596,117,18,0,3,0,0,0,0,0,0,9,0,0,5,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,3,0,15,5,3,3,3,12,10,12,6.133333333,6.5,6.076923077,0,0,0,0,0,0,1129,0.989371125,0.010628875,0,1,0,0.166666667,0,0,0,1,88.57142857,0,100,0,0,0,0,82.85714286,0,0,0,0,0,0,1526,-1,3638954,0,1,3
5597,39,19,0,4,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,3,3,4,9,9,7,5.75,6,5.5,0,0,0,0,0,0,81,0.851851852,0.148148148,0,2,0,0.25,0,0,0,1,70,0,100,0,0,0,0,20,0,0,0,1,0,0,534,5309,111086,0,0,4
5598,23,14,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.086956522,0.142857143,0,0,0,0,0,2,0,1,0,0,0,0,2,3,3,3,0,6,6,0,4.5,4.5,0,0,0,0,0,0,0,247,0.704453441,0.295546559,0,1,0,0.178082192,0,0.246575342,0,1,44.18604651,0,0,100,0,0,0,20.83333333,0,0,0,1,1,0,174,2018,172451,0,0,5
5599,79,34,0,1,1,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,7,4,4,13,4,17,17,9,8.857142857,15,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,-1,0,0,1,0
5600,75,30,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,3,3,8,8,37,37,17,37,20.66666667,12.5,37,0,0,0,0,0,0,176,0.863636364,0.136363636,0,0,0,0,0,0,0,1,64.28571429,0,100,0,0,0,0,60,0,0,0,1,1,0,2509,6256,689,0,0,6
5601,110,31,1,4,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,1,0.145454545,0,0,0,0,0,0,3,0,0,0,0,1,0,10,6,3,13,3,32,13,32,9,13,8,3,0,0,0,0,0,2,0,1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,174,1653,0,0,1,0
5602,83,16,0,2,0,0,1,0,0,1,2,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0.072289157,0,0,0,0,0,0,2,0,0,0,0,0,0,10,3,1,5,1,26,6,26,6.2,5.5,6.375,1,1,0,0,0,0,10,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2974,8348,1,0,1,10
5603,22,14,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,10,10,0,10,10,0,10,10,0,1,0,0,0,0,0,23,0.739130435,0.260869565,0,2,0,0,0,0,0,1,50,0,100,0,0,0,0,100,0,0,0,1,0,0,14,717,0,0,0,3
