column1,ratio_intHyperlinks,ratio_extHyperlinks,ratio_nullHyperlinks,nb_extCSS,ratio_intRedirection,ratio_extRedirection,ratio_intErrors,ratio_extErrors,login_form,external_favicon,links_in_tags,submit_email,ratio_intMedia,ratio_extMedia,sfh,iframe,popup_window,safe_anchor,onmouseover,right_clic,empty_title,domain_in_title,domain_with_copyright,whois_registered_domain,domain_registration_length,domain_age,web_traffic,dns_record,google_index,page_rank
6933,0.692307692,0.307692308,0,0,0,0.25,0,0,1,0,50,0,0,0,0,0,0,28.57142857,0,0,0,1,0,0,0,2704,2715729,0,0,5
6934,0.844720497,0.155279503,0,1,0,0.5,0,0.04,1,1,77.77777778,0,100,0,0,0,0,52.68817204,0,0,0,1,0,0,79,7226,52480,0,0,5
6936,0,1,0,1,0,0,0,0.319148936,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,77586,0,1,1
6937,0.588235294,0.411764706,0,0,0,0.071428571,0,0.142857143,0,1,0,0,0,0,0,0,0,78.72340426,0,0,0,1,0,0,691,9900,187,0,0,8
6938,0.771653543,0.228346457,0,1,0,0.24137931,0,0,0,1,87.17948718,0,53.84615385,46.15384615,0,0,0,18.75,0,0,0,1,1,0,71,7600,4133,0,0,6
6939,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,0,0,292,2995,395612,0,1,1
6941,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,0,180,4202,7191477,0,1,4
6942,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,1,0,1,0,-1,0,0,0,0
6943,0.279069767,0.720930233,0,2,0,0.161290323,0,0.129032258,0,1,33.33333333,0,100,0,0,0,0,11.76470588,0,0,0,1,1,0,275,6300,128102,0,0,5
6944,0.5,0.5,0,2,0,0.166666667,0,0.083333333,0,1,66.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,1675,9284,154918,0,0,5
6945,0.109090909,0.890909091,0,1,0,0.102040816,0,0.020408163,0,1,0,0,66.66666667,33.33333333,0,0,0,5.555555556,0,0,0,0,1,0,910,9318,13,0,1,7
6946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2711,7516,38038,0,0,4
6947,0.115384615,0.884615385,0,0,0,0,0,0.086956522,0,1,7.692307692,0,0,0,0,0,0,0,0,0,0,1,0,0,382,8018,5178465,0,1,4
6948,0.958095238,0.041904762,0,0,0,0.363636364,0,0.136363636,0,0,100,0,100,0,0,0,0,75.82417582,0,0,0,0,1,0,901,7134,12,0,0,7
6949,0.597156398,0.402843602,0,2,0,0,0,0,0,1,64.70588235,0,95.65217391,4.347826087,0,0,0,10.84337349,0,0,0,1,1,0,636,6669,6844,0,1,5
6950,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,1,0,0,14,4003,5816617,0,1,0
6951,0.694214876,0.305785124,0,0,0,0.216216216,0,0.162162162,0,1,10,0,0,100,0,0,0,57.14285714,0,0,0,1,0,0,2225,5809,228,0,0,7
6952,0.604651163,0.395348837,0,2,0,0.470588235,0,0.176470588,1,1,88.88888889,0,94.73684211,5.263157895,0,0,0,3.846153846,0,0,0,0,1,0,208,4174,0,0,0,3
6953,0.916666667,0.083333333,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,1,1,0,357,1469,0,0,1,0
6954,0.166666667,0.833333333,0,1,0,0.08,0,0,0,1,0,0,60,40,0,0,0,9.523809524,0,0,0,0,0,0,256,5223,865185,0,0,2
6955,0.90625,0.09375,0,0,0,0,0,0,0,0,50,0,100,0,0,0,0,0,0,0,0,1,0,0,191,4923,0,0,0,3
6956,0.680094787,0.319905213,0,2,0,0.059259259,0,0.014814815,0,1,25,0,43.03797468,56.96202532,0,0,0,13.43283582,0,0,0,1,1,0,140,6070,14592,0,0,5
6957,1,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,100,0,0,0,1,1,0,25,3992,5697976,0,1,0
6958,0.828571429,0.171428571,0,2,0,0.361111111,0,0.027777778,0,1,68.42105263,0,82.35294118,17.64705882,0,0,0,8,0,0,0,1,0,0,0,-1,172375,0,0,5
6959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,35,2521,632751,0,1,7
6960,0.398601399,0.601398601,0,3,0,0.139534884,0,0.034883721,1,1,22.22222222,0,11.11111111,88.88888889,0,0,0,53.54609929,0,0,0,1,1,0,317,779,0,0,1,0
6961,0.625,0.375,0,0,0,0,0,0.666666667,0,0,100,0,100,0,0,0,0,25,0,0,0,1,0,0,0,-1,3536,0,1,9
6962,0.932038835,0.067961165,0,1,0,0.285714286,0,0,0,1,81.81818182,0,100,0,0,0,0,0,0,0,0,1,1,0,74,6865,271260,1,1,2
6963,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,1,0,0,315,1877,0,0,1,1
6964,0.483870968,0.516129032,0,0,0,0.4375,0,0.625,0,1,66.66666667,0,100,0,0,0,0,0,0,0,0,1,1,1,0,-1,1768405,0,1,2
6965,0.407894737,0.592105263,0,0,0,0.133333333,0,0.022222222,0,0,66.66666667,0,0,100,0,0,0,29.8245614,0,0,0,1,0,0,1048,5160,0,0,0,8
6966,0.538461538,0.461538462,0,0,0,0.583333333,0,0.125,0,1,25,0,0,100,0,0,0,11.76470588,0,0,0,0,1,0,314,-1,2537042,0,0,4
6967,0.536082474,0.463917526,0,4,0,0.266666667,0,0,0,1,8.333333333,0,0,100,0,0,0,70.3125,0,0,0,1,0,0,373,7296,5320327,0,0,5
6968,0.76635514,0.23364486,0,2,0,0.28,0,0,0,1,41.17647059,0,90.47619048,9.523809524,0,0,0,82.92682927,0,0,0,1,1,0,221,7814,55134,0,0,4
6969,1,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,1,2
6970,0.769230769,0.230769231,0,0,0,0,0,0,0,1,0,0,100,0,0,0,0,0,0,0,0,1,1,1,0,-1,0,0,1,0
6971,0.531914894,0.468085106,0,2,0,0.136363636,0,0.090909091,0,1,33.33333333,0,50,50,0,0,0,60.71428571,0,0,0,0,1,0,136,2786,702387,0,0,3
6972,1,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,100,0,0,0,1,1,0,25,3992,5707171,0,1,0
6973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,247,3770,0,0,1,2
6974,0.071428571,0.928571429,0,0,0,0.846153846,0,0.615384615,0,1,0,0,0,0,0,0,0,14.28571429,0,0,0,1,0,0,374,7295,0,0,1,5
6975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,597,3420,0,0,1,0
6976,0.93877551,0.06122449,0,0,0,0,0,0,0,0,83.33333333,0,0,100,0,0,0,0,0,0,0,0,0,0,361,7308,2217046,0,0,4
6977,0.366666667,0.633333333,0,4,0,0.105263158,0,0,0,1,0,0,0,0,0,0,0,70,0,0,0,1,1,0,179,-1,0,0,1,0
6978,0.893939394,0.106060606,0,0,0,0.142857143,0,0.142857143,0,0,66.66666667,0,100,0,0,0,0,75,0,0,0,1,1,0,13,5466,1642644,0,0,3
6979,0.78125,0.21875,0,0,0,0.285714286,0,0.142857143,1,0,88.88888889,0,85.71428571,14.28571429,0,1,0,33.33333333,0,0,0,1,0,0,484,-1,0,0,0,2
6980,0.744,0.256,0,0,0,0.109375,0,0.09375,0,1,72.30769231,0,100,0,0,0,0,34.04255319,0,0,0,1,1,0,288,7747,9814,0,0,6
6981,0.972222222,0.027777778,0,0,0,0,0,0,0,0,90,0,100,0,0,0,0,0,0,0,0,1,0,0,246,5232,0,0,0,7
6982,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,373,7296,0,0,1,5
6983,0.594594595,0.405405405,0,1,0,0.033333333,0,0.033333333,0,1,50,0,9.090909091,90.90909091,0,0,0,70.37037037,0,0,0,1,0,0,131,7618,2188,0,0,5
6984,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,1,0,0,1049,5159,1488031,0,0,8
6985,0.257142857,0.742857143,0,2,0,0.115384615,0,0,0,1,0,0,0,100,0,0,0,75,0,0,0,1,0,0,129,967,0,0,1,0
6986,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,1,0,0,952,7083,17964,0,1,3
6987,0.222222222,0.777777778,0,10,0,0.015873016,0,0.015873016,0,1,18.75,0,7.692307692,92.30769231,0,0,0,25,0,0,0,1,1,0,3557,8130,1229068,0,0,4
6988,0.681818182,0.318181818,0,2,0,0.357142857,0,0,0,1,40,0,50,50,0,0,0,70,0,0,0,0,1,0,2721,5908,1345725,0,0,2
6989,0.090322581,0.909677419,0,22,0,0,0,0.021276596,0,1,8.955223881,0,0,100,0,0,0,40,0,0,0,1,1,0,3375,5085,0,0,0,3
6990,0.5,0.5,0,0,0,1,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,1,0,0,209,2347,242805,0,1,2
6991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,781,-1,1106852,0,1,4
6992,0.932038835,0.067961165,0,1,0,0.285714286,0,0,0,1,81.81818182,0,100,0,0,0,0,0,0,0,0,1,1,0,176,7128,8386524,1,1,1
6993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,291,-1,0,0,1,0
6994,0.52,0.48,0,0,0,0,0,0.083333333,0,0,50,0,0,0,0,0,0,0,0,0,1,1,0,0,182,7489,63,0,0,10
6995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,-1,0,0,1,0
6996,0.764705882,0.235294118,0,1,0,0,0,0,0,1,25,0,40,60,0,0,0,100,0,0,0,1,1,1,0,-1,795896,0,0,2
6997,0.994771242,0.005228758,0,0,0,0,0,0,0,0,77.77777778,0,92.30769231,7.692307692,0,0,0,90.90909091,0,0,0,1,0,0,632,5942,94313,0,1,3
6998,0.542253521,0.457746479,0,5,0,0.030769231,0,0.015384615,0,1,65.95744681,0,0,100,0,0,0,54.83870968,0,0,0,1,0,0,588,7446,0,0,0,8
6999,0,1,0,0,0,0,0,0.571428571,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,382,8018,0,0,1,4
7000,0.84375,0.15625,0,0,0,0.4,0,0,0,0,66.66666667,0,91.66666667,8.333333333,0,0,0,85.71428571,0,0,0,1,1,0,11,2910,2751403,0,0,4
7001,0.962239583,0.037760417,0,3,0,0.068965517,0,0.206896552,0,1,79.48717949,0,99.14893617,0.85106383,0,0,0,27.77777778,0,0,0,0,0,1,0,-1,244548,0,0,2
7002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,-1,318619,0,1,2
7003,0.826086957,0.173913043,0,1,0,0.153846154,0,0.019230769,0,1,95.12195122,0,97.87234043,2.127659574,0,0,0,11.32075472,0,0,0,1,1,0,473,3544,0,0,0,2
7004,0.9527897,0.0472103,0,0,0,0.272727273,0,0.090909091,0,0,100,0,99.08675799,0.913242009,0,0,0,18.18181818,0,0,0,0,1,0,276,4107,666841,0,0,4
7005,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,0,0,130,3523,6293523,0,1,1
7006,0.4,0.6,0,1,0,0,0,0,0,1,0,0,100,0,0,0,0,0,0,0,0,1,1,0,420,3232,0,0,0,0
7007,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,1,0,0,155,-1,8116481,0,1,0
7008,0.527272727,0.472727273,0,0,0,0.230769231,0,0.115384615,0,1,57.14285714,0,10,90,0,0,0,35.29411765,0,0,0,1,0,0,247,1579,5247508,0,0,3
7009,0.964705882,0.035294118,0,0,0,0.583333333,0,0.083333333,0,0,93.33333333,0,100,0,0,0,0,0,0,0,0,1,1,0,1864,4711,592208,0,0,4
7010,0.19047619,0.80952381,0,1,0,0.176470588,0,0,0,1,0,0,20,80,0,0,0,25,0,0,0,1,1,0,228,5616,0,0,1,5
7011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,371,8415,0,0,1,2
7012,0.45,0.55,0,3,0,0.090909091,0,0,0,1,40,0,0,0,0,0,0,66.66666667,0,0,0,1,0,0,1650,3829,0,0,1,0
7013,0.91,0.09,0,0,0,0,0,0.055555556,0,1,61.53846154,0,100,0,0,0,0,80,0,0,0,1,1,0,2505,6260,683,0,0,6
7014,0.571428571,0.428571429,0,0,0,1,0,0,0,1,50,0,0,0,0,0,0,0,0,0,0,1,0,0,81,4668,0,0,1,0
7015,0.683760684,0.316239316,0,0,0,0.324324324,0,0.243243243,1,0,88.46153846,0,10,90,0,0,0,45.23809524,0,0,0,1,1,0,289,4824,396309,0,0,4
7016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,401,5441,436375,0,1,3
7017,0.409836066,0.590163934,0,0,0,0.083333333,0,0,0,1,0,0,0,100,0,0,0,80,0,0,0,1,1,0,303,9127,1317,0,1,2
7018,0.333333333,0.666666667,0,0,0,0.321428571,0,0,0,0,42.85714286,0,50,50,0,0,0,38.70967742,0,0,0,0,1,0,895,4964,62075,0,0,5
7019,0.357142857,0.642857143,0,4,0,0,0,0,0,1,33.33333333,0,0,100,0,0,0,0,0,0,0,1,1,0,2975,8347,1,0,1,10
7020,0.06741573,0.93258427,0,3,0,0.554216867,0,0.012048193,0,1,0,0,9.090909091,90.90909091,0,0,0,13.63636364,0,0,0,1,0,0,370,7299,0,0,0,5
7021,0.813953488,0.186046512,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,38.46153846,0,0,0,0,0,0,164,-1,842241,0,0,4
7022,0.923076923,0.076923077,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,1,1,0,307,58,0,0,1,0
7023,0.916666667,0.083333333,0,0,0,0,0,0,0,0,50,0,100,0,0,0,0,100,0,0,0,1,1,0,205,1256,0,0,1,3
7024,0.973333333,0.026666667,0,0,0,0.166666667,0,0.166666667,0,0,94.44444444,0,98.7012987,1.298701299,0,0,0,60,0,0,0,1,1,1,0,-1,751879,0,0,3
7025,0.614035088,0.385964912,0,2,0,0,0,0.136363636,0,1,0,0,0,100,0,0,0,95.45454545,0,0,0,1,1,0,242,3775,5639332,0,0,2
7026,0.964285714,0.035714286,0,0,0,0,0,0,0,0,87.5,0,100,0,0,0,0,0,0,0,0,1,1,1,0,-1,0,0,1,0
7027,0.336448598,0.663551402,0,9,0,0.056338028,0,0.042253521,0,1,12.90322581,0,21.42857143,78.57142857,0,0,0,60.71428571,0,0,0,1,1,0,711,7689,0,0,0,4
7028,0.96969697,0.03030303,0,0,0,1,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,1,1,0,-1,8057895,0,0,1
7030,0.769230769,0.230769231,0,0,0,0.5,0,0,1,0,50,0,100,0,0,0,0,25,0,0,0,0,0,0,256,6683,0,0,0,5
7031,0.258064516,0.741935484,0,1,0,0.086956522,0,0.130434783,0,1,33.33333333,0,0,100,0,0,0,25,0,0,0,1,0,0,2708,6788,296349,0,1,3
7032,0.75,0.25,0,0,0,0,0,0,0,0,50,0,0,100,0,0,0,100,0,0,0,0,0,1,0,-1,5776415,0,1,2
7033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,575,-1,0,0,1,1
7034,0.333333333,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,51,315,0,0,0,0
7035,0.847826087,0.152173913,0,0,0,0,0,0,0,0,77.77777778,0,60,40,0,0,0,50,0,0,0,1,0,0,135,3153,9482009,0,0,3
7036,0.782608696,0.217391304,0,0,0,0,0,0.2,0,0,66.66666667,0,100,0,0,0,0,20,0,0,0,1,1,0,99,4284,0,0,1,1
7037,0.966666667,0.033333333,0,1,0,0,0,0.272727273,0,1,93.33333333,0,99.07407407,0.925925926,0,0,0,70,0,0,0,0,0,0,1667,-1,351713,0,0,3
7038,1,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,100,0,0,0,1,1,0,25,3992,5697976,0,1,0
7039,0.585365854,0.414634146,0,1,0,0,0,0.117647059,0,1,61.53846154,0,100,0,0,0,0,11.11111111,0,0,0,1,1,0,358,3295,1759878,0,0,4
7040,0.900343643,0.099656357,0,0,0,0.103448276,0,0.172413793,1,0,30,0,100,0,0,0,0,22.22222222,0,0,0,1,1,0,91,5657,11681,0,0,5
7041,0.820754717,0.179245283,0,2,0,0.157894737,0,0,0,1,71.42857143,0,94.73684211,5.263157895,0,0,0,73.33333333,0,0,0,0,0,0,0,-1,0,0,0,5
7042,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,79,1747,1146509,0,1,4
7043,0.5,0.5,0,4,0,0.095238095,0,0,0,1,50,0,0,100,0,0,0,25,0,0,0,0,0,0,473,8292,19,0,0,7
7044,0.93442623,0.06557377,0,2,0,0.125,0,0.083333333,0,1,85.71428571,0,94.11764706,5.882352941,0,0,0,84.31372549,0,0,0,1,1,0,102,1725,427885,0,0,3
7045,0.855153203,0.144846797,0,0,0,0.326923077,0,0,0,0,100,0,96.09375,3.90625,0,0,0,0,0,0,0,1,0,0,316,4798,2956421,0,0,4
7046,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1343,7422,286,0,1,7
7047,0.782608696,0.217391304,0,1,0,0,0,0,1,1,80,0,100,0,0,0,0,100,0,0,0,1,1,0,181,4202,0,0,1,0
7184,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,1,1
7048,0.963190184,0.036809816,0,0,0,0.166666667,0,0,0,0,37.5,0,100,0,0,0,0,99.31034483,0,0,0,1,1,0,459,3924,736894,0,0,3
7050,0.19047619,0.80952381,0,1,0,0.176470588,0,0,0,1,0,0,20,80,0,0,0,25,0,0,0,1,1,0,228,5616,0,0,1,5
7051,0.867924528,0.132075472,0,1,0,0.428571429,0,0,0,1,0,0,100,0,0,0,0,72.72727273,0,0,0,1,0,0,294,5184,1078203,0,0,4
7052,0.434782609,0.565217391,0,0,0,0.076923077,0,0.192307692,0,1,33.33333333,0,75,25,0,0,0,23.52941176,0,0,0,0,1,0,1804,-1,23249,0,1,6
7053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,329,-1,0,0,1,0
7054,0.321428571,0.678571429,0,2,0,0.052631579,0,0.105263158,0,1,60,0,0,100,0,0,0,50,0,0,0,1,1,1,0,-1,196420,0,0,4
7055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,177,553,0,0,1,2
7056,0.420454545,0.579545455,0,3,0,0.196078431,0,0.078431373,0,1,28.57142857,0,0,100,0,0,0,50,0,0,0,1,1,0,373,7296,0,0,0,5
7057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,360,5,0,0,1,0
7058,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,895,0,0,1,0
7059,0.785714286,0.214285714,0,1,0,0.148148148,0,0.166666667,0,1,83.05084746,0,100,0,0,0,0,40.98360656,0,0,0,0,0,0,121,8278,6030,0,1,6
7060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,274,3378,3100263,0,1,4
7061,0.347826087,0.652173913,0,1,0,0.2,0,0.133333333,0,1,50,0,0,100,0,0,0,30.76923077,0,0,0,1,0,0,0,-1,0,0,0,2
7062,0.957831325,0.042168675,0,0,0,0.285714286,0,0,0,1,60,0,100,0,0,0,0,77.77777778,0,0,0,1,1,0,1263,-1,62673,0,1,3
7063,0.859375,0.140625,0,1,0,0.333333333,0,0,0,1,71.42857143,0,100,0,0,0,0,83.33333333,0,0,0,1,1,0,30,1796,678863,0,0,2
7064,0.987179487,0.012820513,0,0,0,0,0,1,0,0,100,0,100,0,0,0,0,80,0,0,0,1,1,0,288,8843,8453855,0,0,3
7065,0.854166667,0.145833333,0,1,0,0.285714286,0,0,0,1,77.77777778,0,66.66666667,33.33333333,0,0,0,0,0,0,0,0,1,0,0,-1,1980,0,0,5
7066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,285,3368,0,0,1,1
7067,0.666666667,0.333333333,0,0,0,0.5,0,0,0,0,100,0,0,100,0,0,0,40,0,0,0,0,0,0,0,-1,0,0,1,1
7068,0.469879518,0.530120482,0,2,0,0.363636364,0,0.022727273,1,1,0,0,33.33333333,66.66666667,0,0,0,56.92307692,0,0,0,1,1,0,217,5627,0,0,1,5
7069,0.921052632,0.078947368,0,0,0,1,0,0,0,0,100,0,0,0,0,0,0,85,0,0,0,1,1,1,0,-1,135685,0,0,3
7070,0.923566879,0.076433121,0,0,0,0.083333333,0,0,0,0,100,0,100,0,0,0,0,33.33333333,0,0,0,0,0,0,0,-1,375554,0,0,4
7071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,7856,18244,0,1,4
7072,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2975,8347,1,0,1,10
7073,0.31443299,0.68556701,0,3,0,0.466165414,0,0.052631579,0,1,0,0,2.857142857,97.14285714,0,0,0,39.68253968,0,0,0,1,0,0,370,7299,0,0,0,5
7074,0.988505747,0.011494253,0,0,0,0,0,1,0,0,100,0,87.5,12.5,0,0,0,100,0,0,0,1,1,0,68,7967,0,0,1,1
7075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,124,3894,210556,0,0,2
7076,0.884955752,0.115044248,0,1,0,0.153846154,0,0.076923077,0,1,66.66666667,0,83.33333333,16.66666667,0,0,0,25,0,0,0,1,0,0,0,-1,1487897,0,0,4
7077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,36,2520,632001,0,1,7
7078,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,327,-1,0,0,1,0
7079,0.901408451,0.098591549,0,0,0,0.214285714,0,0.142857143,0,0,90.90909091,0,100,0,0,0,0,44.44444444,0,0,0,0,0,0,351,8049,1590,0,0,5
7080,0.352564103,0.647435897,0,5,0,0.168316832,0,0.072607261,0,1,7.317073171,0,14.28571429,85.71428571,0,0,0,6.956521739,0,0,0,1,1,0,174,5670,881,0,0,6
7081,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,1,0,0,182,184,0,0,0,2
7082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,292,72,0,0,1,0
7083,0.738095238,0.261904762,0,0,0,0.727272727,0,0.272727273,0,0,100,0,90.90909091,9.090909091,0,0,0,37.5,0,0,0,1,0,0,0,-1,0,0,1,2
7084,0.344827586,0.655172414,0,1,0,0.684210526,0,0.01754386,0,1,33.33333333,0,75,25,0,0,0,32.3943662,0,0,0,1,1,0,0,1993,10422666,0,1,0
7085,1,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,100,0,0,0,1,1,0,25,3993,5707171,0,1,0
7086,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,1,0,0,364,0,0,1,1,0
7087,0.989285714,0.010714286,0,0,0,0,0,0.333333333,0,0,100,0,100,0,0,0,0,90.625,0,0,0,1,1,0,457,3926,12829,0,0,4
7088,0.986111111,0.013888889,0,0,0,0.5,0,0,0,0,95.83333333,0,100,0,0,0,0,0,0,0,0,1,0,0,247,5231,0,0,0,7
7089,1,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,100,0,0,0,1,1,0,309,55,0,0,1,0
7090,0.145038168,0.854961832,0,6,0,0.026785714,0,0.008928571,1,1,25,0,0,100,0,0,0,0,0,0,0,1,1,0,370,7299,0,0,0,5
7091,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,1,0,0,1049,5159,7280414,0,0,8
7092,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,1,0,0,288,-1,0,0,1,0
7093,0.736842105,0.263157895,0,0,0,0,0,0,0,0,44.44444444,0,0,0,0,0,0,100,0,0,0,1,0,0,382,8018,0,0,1,4
7094,0.975280899,0.024719101,0,0,0,0.181818182,0,0.272727273,0,1,0,0,80,20,0,0,0,93.42105263,0,0,0,1,1,0,200,6375,86031,0,0,4
7095,0.807692308,0.192307692,0,0,0,0.6,0,0,1,0,100,0,0,0,0,0,0,76.47058824,0,0,0,1,1,0,150,3502,535644,0,0,4
7096,0.803921569,0.196078431,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,60,0,0,0,1,1,0,233,8534,249228,0,0,6
7097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,-1,102713,0,0,5
7098,0.666666667,0.333333333,0,2,0,0.140350877,0,0,0,1,88.63636364,0,46.15384615,53.84615385,0,0,0,2.380952381,0,0,0,1,1,0,87,4662,369654,0,0,3
7099,0.571428571,0.428571429,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,525,8971,43534,0,1,6
7100,0,1,0,2,0,0.583333333,0,0,0,1,0,0,0,100,0,0,0,0,0,0,0,1,0,0,252,7446,0,0,1,1
7101,0.774193548,0.225806452,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,1,0,1,1,0,1047,5161,0,0,0,8
7102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3057,-1,52062,0,1,3
7103,0.103448276,0.896551724,0,4,0,0,0,0.076923077,0,1,0,0,50,50,0,0,0,0,0,0,0,1,1,0,193,1633,149347,0,1,2
7104,0.969230769,0.030769231,0,0,0,0.055555556,0,0.055555556,0,1,60,0,98.29059829,1.709401709,0,0,0,96.91780822,0,0,0,1,1,0,105,-1,7955434,0,1,0
7105,0.333333333,0.666666667,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,188,1272,0,0,0,0
7106,0.093959732,0.906040268,0,23,0,0,0,0.037037037,0,1,7.462686567,0,0,100,0,0,0,14.28571429,0,0,0,1,1,0,3375,5085,0,0,0,3
7107,0.115384615,0.884615385,0,0,0,0,0,0.086956522,0,1,7.692307692,0,0,0,0,0,0,0,0,0,0,1,0,0,381,8019,0,0,1,4
7108,0.583333333,0.416666667,0,0,0,0.2,0,0.1,0,0,66.66666667,0,0,100,0,0,0,12.5,0,0,0,1,1,0,904,2747,337414,0,0,5
7109,0.19047619,0.80952381,0,1,0,0.176470588,0,0,0,1,0,0,20,80,0,0,0,25,0,0,0,1,1,0,228,5616,0,0,1,5
7110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2208,0,0,0,0
7111,0.904761905,0.095238095,0,0,0,0,0,0,0,0,75,0,100,0,0,0,0,100,0,0,0,1,0,0,198,532,0,0,1,0
7112,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,1,0,0,1048,5160,0,0,0,8
7113,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,265,2292,134706,0,0,4
