column1,port,tld_in_path,tld_in_subdomain,abnormal_subdomain,nb_subdomains,prefix_suffix,random_domain,shortening_service,path_extension,nb_redirection,nb_external_redirection,length_words_raw,char_repeat,shortest_words_raw,shortest_word_host,shortest_word_path,longest_words_raw,longest_word_host,longest_word_path,avg_words_raw,avg_word_host,avg_word_path,phish_hints,domain_in_brand,brand_in_subdomain,brand_in_path,suspecious_tld,statistical_report,nb_hyperlinks
5607,0,0,0,0,2,0,0,0,0,0,0,3,4,3,3,3,6,6,3,4,4.5,3,0,0,0,0,0,0,143
5608,0,0,0,0,2,0,0,0,0,0,0,7,1,3,15,3,15,15,15,6.857142857,15,5.5,1,0,0,0,0,0,3
5609,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,7,7,0,5,5,0,0,0,0,0,0,0,184
5610,0,0,0,0,3,0,0,0,0,0,0,3,2,3,3,0,12,12,0,8.333333333,8.333333333,0,0,0,0,0,0,2,127
5611,0,0,0,0,2,0,0,0,0,0,0,2,0,9,9,0,10,10,0,9.5,9.5,0,0,0,0,0,0,0,6
5612,0,0,0,0,2,0,0,0,0,0,0,6,3,1,9,1,14,9,14,6.333333333,9,5.8,0,0,0,0,1,0,7
5613,0,0,0,0,3,0,0,0,0,1,0,5,2,3,12,3,12,12,10,6.8,12,5.5,0,0,0,0,0,0,130
5614,0,0,0,0,3,0,0,0,0,1,0,7,2,2,8,2,21,21,4,6.285714286,14.5,3,0,1,0,0,0,0,50
5615,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,4,4,0,3.5,3.5,0,0,0,0,0,0,0,56
5616,0,0,0,0,3,0,0,0,0,1,0,8,3,3,3,4,12,12,10,6.375,7.5,6,2,0,0,0,0,0,80
5617,0,1,1,1,3,0,0,0,0,0,0,10,2,2,2,2,11,3,11,3.4,2.5,4,0,0,0,0,0,2,70
5618,0,0,0,0,1,0,0,0,0,1,0,8,3,2,23,2,23,23,9,7.75,23,5.571428571,0,0,0,0,0,0,95
5619,0,0,0,0,2,0,0,0,0,0,0,11,4,2,3,2,12,12,11,5.818181818,7.5,5.444444444,0,0,0,0,0,0,352
5620,0,0,0,0,2,1,0,0,0,0,0,6,3,3,3,3,8,4,8,4.5,3.5,5,0,0,0,0,0,0,130
5621,0,0,0,0,2,0,0,0,0,1,0,12,3,3,3,3,13,13,12,8.666666667,8,8.8,0,0,0,0,0,0,173
5622,0,0,0,0,3,0,0,1,0,0,0,15,4,1,3,1,16,7,16,4.333333333,5,4.230769231,0,0,0,0,0,0,0
5623,0,0,0,0,3,0,0,1,0,0,0,10,2,1,1,3,9,7,9,5.1,4.857142857,5.666666667,2,0,0,0,0,0,21
5624,0,0,0,0,3,1,0,0,0,0,0,9,4,3,3,3,32,7,32,9.444444444,5.25,12.8,0,0,0,0,0,0,31
5625,0,0,0,0,3,1,1,0,0,0,0,15,2,2,3,2,100,3,100,11.26666667,3,11.85714286,5,0,0,0,0,0,0
5626,0,0,0,0,3,0,0,1,0,0,0,11,13,1,1,1,38,14,38,12,6,15.42857143,0,0,0,0,0,0,21
5627,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,12,12,0,7.5,7.5,0,0,0,0,0,0,0,1704
5629,0,0,0,0,3,0,1,0,0,0,0,12,7,2,3,2,12,8,12,4.75,5.5,4.6,0,0,0,0,0,0,0
5630,0,0,0,0,3,0,0,0,0,0,0,13,3,3,7,3,9,9,6,4.769230769,8,4.181818182,0,0,0,0,0,0,221
5631,0,0,0,0,3,0,0,0,0,1,0,5,3,3,3,6,12,12,11,7.4,6.666666667,8.5,0,0,0,0,0,0,24
5632,0,0,0,0,2,0,0,0,0,1,0,2,3,3,3,0,9,9,0,6,6,0,0,0,0,0,0,0,26
5633,0,1,0,0,3,0,0,0,0,0,0,7,3,2,12,2,12,12,9,5.857142857,12,4.833333333,1,0,0,0,0,0,155
5634,0,0,0,0,2,0,0,0,0,3,0,6,4,5,16,5,18,16,18,11.83333333,16,11,0,0,0,0,0,0,23
5635,0,0,0,0,3,1,0,1,0,0,0,7,2,1,1,2,10,10,7,4.857142857,5,4.5,2,0,0,0,0,0,21
5636,0,0,0,0,2,0,0,1,0,0,0,2,0,8,8,0,14,14,0,11,11,0,0,1,0,0,0,0,14
5637,0,0,0,0,2,1,0,0,0,1,0,7,1,3,6,3,10,10,10,6.571428571,8,6,1,1,0,0,0,0,127
5638,0,1,0,0,2,0,0,0,0,1,0,6,3,3,3,5,12,12,8,6.666666667,7.5,6.25,0,0,0,0,0,0,52
5639,0,0,0,0,2,0,0,0,0,0,0,2,4,3,3,0,14,14,0,8.5,8.5,0,0,0,0,0,0,0,175
5640,0,0,0,0,2,1,0,0,0,1,0,8,5,2,3,2,13,13,10,6.5,8,6,0,0,0,0,0,0,121
5641,0,0,0,0,2,0,0,0,0,1,0,4,0,4,4,5,12,12,8,7.25,8,6.5,0,0,0,0,0,0,0
5642,0,0,0,0,2,0,0,0,0,0,0,7,1,4,4,4,22,22,11,9,13,7.4,0,0,0,0,0,0,80
5643,0,0,0,0,3,1,0,0,0,0,0,4,3,3,3,0,15,15,0,7.5,7.5,0,0,0,0,0,0,0,0
5644,0,0,0,0,3,0,0,1,0,0,0,11,7,1,3,1,19,7,19,6.636363636,5,7,0,0,0,0,0,0,0
5645,0,0,0,0,3,0,0,1,0,0,0,8,1,1,1,4,7,7,4,4.5,4.666666667,4,0,0,0,0,0,0,21
5646,0,0,0,0,3,0,0,0,0,1,0,6,3,2,3,2,14,14,5,5.333333333,8.5,3.75,0,0,0,0,0,0,105
5647,0,0,0,0,1,1,0,0,0,1,0,6,1,2,11,2,11,11,6,5.5,11,4.4,3,0,0,0,0,0,0
5648,0,0,0,0,2,0,0,0,0,0,0,8,0,2,2,2,9,9,8,4.875,5.5,4.666666667,0,1,0,0,0,0,227
5649,0,0,0,0,3,0,1,0,0,1,0,11,3,3,3,3,12,8,12,7,5.5,7.333333333,0,0,0,0,0,0,137
5650,0,0,0,0,3,0,0,0,0,0,0,10,1,2,5,2,9,9,9,5.2,7.333333333,4.285714286,0,1,0,0,0,0,0
5651,0,0,0,0,2,1,0,0,0,1,0,4,0,3,8,3,15,15,9,8.75,11.5,6,0,0,0,0,0,0,4
5652,0,0,0,0,3,1,0,0,0,0,0,9,1,1,24,1,24,24,7,6.111111111,24,3.875,2,0,0,0,0,0,12
5653,0,0,0,0,3,0,0,0,0,2,0,28,5,1,3,1,15,5,15,6.5,4,6.692307692,0,0,0,0,0,0,0
5654,0,0,0,0,2,0,0,0,0,1,0,7,0,3,4,3,7,4,7,4.428571429,4,4.5,1,0,0,0,0,0,4
5655,0,0,0,0,1,0,0,0,0,2,0,15,1,2,10,2,10,10,8,4.066666667,10,3.642857143,0,0,0,0,0,0,175
5656,0,0,0,0,3,0,0,0,0,0,0,4,0,5,5,0,13,13,0,7.75,7.75,0,0,0,0,0,0,0,4
5657,0,0,0,0,2,1,1,0,0,0,0,5,0,1,3,1,7,7,7,4.4,4.666666667,4,1,0,0,0,0,0,31
5658,0,0,0,0,1,0,0,0,0,2,0,1,0,8,8,0,8,8,0,8,8,0,0,0,0,0,0,0,14
5659,0,0,0,0,3,1,0,0,0,1,0,13,3,3,3,3,10,9,10,7.076923077,6.666666667,7.2,0,0,0,0,0,0,0
5660,0,1,0,0,3,0,0,0,0,2,0,7,3,1,3,1,11,11,7,5,7,4.2,1,0,0,0,0,0,61
5661,0,0,0,0,2,1,1,0,0,1,0,6,3,1,3,1,14,14,5,4.5,8.5,2.5,2,0,0,0,0,0,20
5662,0,0,0,0,2,0,0,0,0,1,0,4,1,6,6,0,8,8,0,6.75,6.75,0,0,0,0,0,0,0,23
5663,0,0,0,0,2,0,0,0,0,0,0,11,0,4,7,4,13,13,10,7.090909091,10,6.444444444,0,1,0,0,0,0,118
5664,0,0,0,0,2,0,0,0,0,1,0,2,3,3,3,0,18,18,0,10.5,10.5,0,0,0,0,0,0,0,91
5666,0,0,0,0,2,0,0,0,0,2,0,3,1,3,3,10,10,5,10,6,4,10,0,0,0,0,1,0,38
5667,0,0,0,0,3,0,0,0,0,0,0,4,1,3,8,3,8,8,7,6.25,8,5.666666667,0,0,0,0,0,0,1
5668,0,0,0,0,2,0,0,0,0,0,0,16,3,2,6,2,12,10,12,5.125,8,4.714285714,0,1,0,0,0,0,656
5669,0,0,0,0,2,0,0,0,0,2,0,6,3,3,12,3,18,18,9,9.166666667,15,6.25,2,0,0,0,0,0,588
5670,0,0,0,0,3,1,0,0,0,1,0,9,4,3,3,3,16,16,6,5.888888889,7.75,4.4,0,0,0,0,0,0,103
5671,0,0,0,0,3,1,0,0,0,1,0,13,2,2,3,2,15,15,9,6.384615385,8.666666667,5.7,1,1,0,0,0,0,32
5672,0,1,0,0,3,0,0,1,0,0,0,7,1,1,1,3,17,12,17,6.428571429,5.5,7.666666667,0,0,0,0,0,0,21
5673,0,0,0,0,2,1,0,1,0,0,0,2,1,5,5,0,5,5,0,5,5,0,0,0,0,0,0,0,120
5674,0,0,0,0,2,0,0,0,0,0,0,12,5,1,3,1,8,8,8,4.5,5.5,4.3,0,0,0,0,0,0,148
5675,0,0,0,0,2,0,0,0,0,0,0,2,0,3,3,0,8,8,0,5.5,5.5,0,0,0,0,0,0,0,0
5676,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,13,13,0,8,8,0,0,0,0,0,0,0,47
5677,0,0,0,0,3,0,0,0,0,1,0,9,6,1,3,1,13,13,8,4.555555556,8,3.571428571,0,0,0,0,0,0,283
5678,0,0,0,0,2,0,1,0,0,0,0,2,3,3,3,0,6,6,0,4.5,4.5,0,0,0,0,0,0,0,71
5679,0,0,0,0,2,0,0,0,0,0,0,14,7,2,2,2,9,7,9,4.714285714,3.75,5.1,0,0,0,0,0,0,189
5680,0,0,0,0,2,0,0,0,0,0,0,2,4,3,3,0,7,7,0,5,5,0,0,0,0,0,0,0,1905
5681,0,0,0,0,1,1,0,0,0,0,0,7,4,2,10,2,32,10,32,10,10,10,3,0,0,0,0,0,57
5682,0,0,0,0,2,0,0,1,0,1,0,6,4,1,3,1,7,7,7,4,5,3.5,0,1,0,0,0,0,266
5683,0,0,0,0,1,0,1,0,0,1,0,4,1,5,6,5,32,6,32,12,6,14,0,0,0,0,0,0,48
5684,0,0,0,0,2,1,0,0,0,2,0,3,3,3,3,0,5,5,0,4,4,0,0,0,0,0,0,0,28
5685,0,0,0,0,3,0,0,0,0,1,0,7,3,3,3,3,15,15,9,6.285714286,9,5.2,0,0,0,0,0,0,142
5686,0,0,0,0,2,0,0,0,0,1,0,9,4,3,3,3,19,19,7,5.888888889,11,4.428571429,0,0,0,0,0,0,193
5687,0,0,0,0,2,1,0,0,0,1,0,4,1,5,5,22,22,17,22,13.5,10.66666667,22,0,0,0,0,0,0,216
5688,0,0,0,0,2,0,0,0,0,1,0,2,3,3,3,0,15,15,0,9,9,0,0,0,0,0,0,0,76
5689,0,0,0,0,2,0,0,0,0,1,0,2,6,3,3,0,15,15,0,9,9,0,0,0,0,0,0,0,159
5690,0,0,0,0,3,0,0,0,0,1,0,10,0,3,3,3,11,10,11,6.1,6,6.142857143,2,0,0,0,0,0,0
5691,0,0,0,0,2,0,0,1,0,0,0,2,0,3,3,0,9,9,0,6,6,0,0,0,0,0,0,0,484
5692,0,0,0,0,2,0,0,0,0,1,0,8,3,2,3,2,9,9,8,5.125,6,4.833333333,1,0,0,0,0,0,95
5693,0,0,0,0,2,0,0,0,0,1,0,10,4,2,3,2,10,7,10,6.3,5,6.625,0,0,0,0,0,0,190
5694,0,0,0,0,3,1,0,0,0,0,0,8,5,2,3,2,12,12,8,4.875,7.5,4,5,0,0,0,0,0,0
5695,0,0,0,1,3,0,0,0,0,1,0,5,1,3,10,3,20,11,20,9.8,10.5,9.333333333,0,0,0,0,0,0,8
5696,0,0,0,0,2,0,1,0,0,1,0,4,4,3,3,5,10,6,10,6,4.5,7.5,0,0,0,0,0,0,151
5697,0,0,0,0,2,1,0,0,0,0,0,2,0,6,6,0,7,7,0,6.5,6.5,0,0,0,0,0,0,0,206
5698,0,0,0,0,3,1,0,0,0,1,0,15,7,2,3,2,15,6,15,4.733333333,4.5,4.769230769,3,0,0,0,0,0,4
5699,0,0,0,0,2,0,1,0,0,0,0,2,3,3,3,0,6,6,0,4.5,4.5,0,0,0,0,0,0,0,95
5700,0,0,0,0,1,1,0,0,0,0,0,9,8,2,11,2,32,11,32,9.222222222,11,9,3,0,0,0,0,0,88
5701,0,0,0,0,2,0,0,0,0,1,0,2,0,6,6,0,9,9,0,7.5,7.5,0,0,1,0,0,0,0,104
5702,0,0,0,0,2,0,0,0,0,0,0,1,2,19,19,0,19,19,0,19,19,0,0,0,0,0,0,0,0
5703,0,0,0,0,3,0,0,0,0,1,0,4,3,3,3,4,18,18,10,8.75,10.5,7,0,0,0,0,0,0,109
5704,0,0,0,0,3,0,0,0,0,0,0,2,3,3,3,0,10,10,0,6.5,6.5,0,0,0,0,0,0,0,57
5705,0,0,0,0,3,0,0,0,0,1,0,10,4,3,3,3,11,3,11,5.8,3,6.5,0,0,0,0,0,0,13
5706,0,0,0,0,3,0,0,0,0,0,0,10,2,1,5,1,17,17,7,5.4,10.33333333,3.285714286,0,1,0,0,0,0,0
5707,0,1,0,0,3,0,0,0,0,0,0,23,5,2,3,2,14,8,14,5.47826087,5.5,5.476190476,0,0,0,0,0,0,71
5708,0,0,1,0,3,1,0,0,0,0,0,7,4,2,3,2,15,13,15,8.428571429,8.4,8.5,0,0,0,0,0,0,51
5709,0,0,0,0,3,0,0,0,0,1,0,6,3,3,3,4,12,11,12,7,7,7,0,0,0,0,0,0,57
5710,0,0,0,0,1,0,0,0,0,0,0,2,0,10,11,10,11,11,10,10.5,11,10,0,0,0,0,0,0,19
5711,0,0,0,0,2,1,0,0,0,1,0,3,2,2,2,0,17,17,0,7.666666667,7.666666667,0,1,0,0,0,1,2,47
5712,0,0,0,0,3,0,0,0,0,0,0,7,5,3,3,4,13,13,11,7.428571429,8,7.2,0,0,0,0,0,0,101
5713,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,7,7,0,5,5,0,0,0,0,0,0,1,56
5714,0,0,0,0,1,1,1,0,0,2,0,8,0,2,5,2,9,5,9,5.5,5,5.571428571,0,0,0,0,0,0,38
5715,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,13,13,0,8,8,0,0,0,0,0,0,0,34
5716,0,0,0,0,2,0,0,1,0,1,0,2,3,8,8,0,10,10,0,9,9,0,0,1,0,0,0,0,14
5717,0,0,0,0,2,0,0,0,0,1,0,2,3,3,3,0,16,16,0,9.5,9.5,0,0,0,0,0,0,0,34
5718,0,1,0,0,3,0,1,0,0,1,0,19,6,2,2,2,21,2,21,5.210526316,2,5.388888889,2,0,0,0,0,0,1
5719,0,0,0,0,2,0,0,1,0,0,0,2,1,8,8,0,9,9,0,8.5,8.5,0,0,1,0,0,0,0,768
5720,0,0,0,0,3,0,0,1,0,0,0,8,0,2,8,2,14,14,4,5.25,11,3.333333333,0,1,0,0,0,0,38
5721,0,0,0,0,1,0,0,0,0,0,0,1,1,16,16,0,16,16,0,16,16,0,0,0,0,0,0,0,0
5722,0,0,0,0,2,1,0,0,0,0,0,9,1,1,4,1,23,6,23,8.777777778,5,9.857142857,1,1,0,0,0,0,30
5723,0,0,0,0,2,0,0,0,0,0,0,4,3,3,3,4,13,7,13,6.75,5,8.5,0,1,0,0,0,0,53
5724,0,0,0,0,1,0,0,0,0,0,0,4,0,2,13,2,13,13,10,7.75,13,6,0,0,0,0,0,0,23
5725,0,0,0,0,3,0,0,0,0,1,0,15,4,1,3,1,8,5,8,4.066666667,4,4.076923077,0,0,0,0,0,0,129
5726,0,0,0,0,2,0,0,0,0,1,0,2,4,3,3,0,14,14,0,8.5,8.5,0,0,0,0,0,0,0,7
5727,0,0,0,0,2,0,0,0,0,0,0,2,4,13,13,0,13,13,0,13,13,0,0,0,0,0,0,0,31
5728,0,0,0,0,3,0,0,0,0,1,0,4,3,2,3,2,9,9,7,5.25,6,4.5,0,1,0,0,0,0,62
5729,0,0,0,0,3,0,0,0,0,0,0,8,2,1,4,1,24,8,24,7.375,6,7.833333333,0,0,0,0,0,0,6
5730,0,0,0,0,2,0,0,0,0,0,0,15,4,2,3,2,11,11,9,5.333333333,7,5.076923077,0,0,0,0,0,0,93
5731,0,0,0,0,2,0,0,0,0,0,0,7,4,9,10,9,38,10,38,19.42857143,10,21,1,0,0,0,0,0,466
5732,0,0,0,0,3,0,0,0,0,1,0,6,3,1,3,1,16,12,16,6.666666667,7.5,6.25,0,0,0,0,0,0,106
5733,0,0,0,0,2,0,0,0,0,2,0,5,0,2,14,2,14,14,8,6.6,14,4.75,1,0,0,0,1,0,9
5734,0,0,0,0,2,0,0,0,0,1,0,3,4,3,3,3,10,10,3,5.333333333,6.5,3,0,0,0,0,0,0,284
5735,0,0,1,0,2,0,0,0,0,3,0,2,0,9,9,0,11,11,0,10,10,0,0,0,0,0,0,0,42
5736,0,0,0,0,2,0,0,0,0,0,0,2,0,6,6,0,9,9,0,7.5,7.5,0,0,0,0,0,0,0,12
5737,0,0,0,0,1,0,1,1,0,1,0,2,0,1,1,7,7,1,7,4,1,7,0,0,0,0,0,0,8
5738,0,0,0,0,3,0,0,0,0,0,0,8,5,1,3,1,23,14,23,7.5,8.5,7.166666667,0,0,0,0,0,0,0
5740,0,0,0,0,2,0,1,0,0,0,0,2,3,3,3,0,6,6,0,4.5,4.5,0,0,0,0,0,0,0,206
5741,0,0,0,0,2,0,0,0,0,1,0,4,2,6,6,0,7,7,0,6.5,6.5,0,0,0,0,0,0,0,23
5742,0,0,0,0,2,0,0,0,0,1,0,5,3,3,3,10,12,11,12,9.2,7,10.66666667,0,0,0,0,0,0,211
5743,0,0,0,0,3,0,0,0,0,1,0,7,0,4,6,4,16,10,16,7.857142857,8,7.8,0,0,0,0,0,0,29
5744,0,0,0,0,2,0,0,1,0,1,0,2,0,8,8,0,15,15,0,11.5,11.5,0,0,1,0,0,0,0,14
5745,0,0,0,0,2,0,0,0,0,1,0,4,3,3,3,4,10,10,5,5.5,6.5,4.5,0,0,0,0,0,0,230
5746,0,0,0,0,3,0,0,0,0,0,0,9,3,3,3,4,9,8,9,6.777777778,5.5,7.142857143,1,0,0,0,0,0,154
5747,0,0,0,0,3,0,0,0,0,1,0,9,6,1,3,1,10,10,7,4.111111111,6.5,3.428571429,1,0,0,0,0,0,0
5748,0,0,0,0,2,0,0,0,0,0,0,2,4,3,3,0,16,16,0,9.5,9.5,0,0,0,0,0,0,0,147
5749,0,0,0,0,3,0,0,0,0,0,0,12,5,2,4,2,32,20,32,8.666666667,8.666666667,8.666666667,0,0,0,0,0,2,37
5750,0,1,0,0,3,0,0,0,0,0,0,19,6,2,2,2,32,13,32,6.315789474,6,6.375,4,0,0,1,0,0,2
5751,0,0,0,0,2,0,0,0,0,0,0,6,0,2,2,4,10,9,10,5.5,5.5,5.5,0,1,0,0,0,0,3148
5752,0,0,0,0,1,1,0,0,0,2,0,4,1,3,20,3,20,20,7,8.75,20,5,0,0,0,0,0,0,23
5753,0,0,0,0,2,0,0,0,0,0,0,3,4,3,3,15,15,8,15,8.666666667,5.5,15,0,1,0,0,0,0,55
5754,0,1,0,0,2,1,0,1,0,2,0,14,4,1,2,1,34,14,34,8.285714286,8.666666667,8.181818182,0,0,0,0,0,0,7
5755,0,0,0,0,3,1,0,1,0,3,0,9,2,2,4,2,10,9,10,4.777777778,6.5,4.285714286,0,1,0,0,0,0,270
5756,0,0,0,0,2,1,0,0,0,1,0,7,0,2,9,2,9,9,8,5,9,4.333333333,3,0,0,0,0,0,8
5757,0,0,0,0,2,0,0,0,0,0,0,2,4,3,3,0,17,17,0,10,10,0,0,0,0,0,0,0,0
5758,0,0,0,0,2,0,0,0,0,0,0,4,1,2,2,0,8,8,0,4,4,0,1,0,0,0,1,2,7
5759,0,0,0,0,2,1,0,0,0,1,0,3,3,3,3,0,12,12,0,6.666666667,6.666666667,0,0,0,0,0,0,0,82
5760,0,0,0,0,2,0,0,0,0,1,0,10,1,1,2,1,16,16,7,5.2,9,4.25,1,0,0,0,0,0,91
5761,0,0,0,0,2,0,0,0,0,1,0,2,5,3,3,0,14,14,0,8.5,8.5,0,0,0,0,0,0,0,88
5762,0,0,0,0,1,0,0,0,0,0,0,1,0,6,6,0,6,6,0,6,6,0,0,0,0,0,0,0,180
5763,0,0,0,0,3,0,0,0,0,0,0,2,0,9,9,0,11,11,0,10,10,0,0,0,0,0,0,0,0
5764,0,1,0,0,2,1,0,0,0,1,0,7,1,2,15,2,15,15,11,7,15,5.666666667,2,0,0,0,0,0,4
5765,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,16,16,0,9.5,9.5,0,0,0,0,0,0,0,56
5766,0,0,0,0,2,0,0,0,0,1,0,4,0,4,4,5,12,12,8,7.25,8,6.5,0,0,0,0,0,0,0
5767,0,0,0,0,2,0,0,0,0,0,0,3,4,3,3,20,20,8,20,10.33333333,5.5,20,0,1,0,0,0,0,53
5768,0,0,0,0,2,0,0,1,0,1,0,2,0,8,8,0,16,16,0,12,12,0,0,1,0,0,0,0,14
5770,0,0,0,0,1,0,0,1,0,2,0,2,0,3,3,7,7,3,7,5,3,7,0,0,0,0,0,0,113
5771,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,16,16,0,9.5,9.5,0,0,0,0,0,1,0,39
5772,0,0,0,0,1,1,0,0,0,0,0,7,1,2,15,2,15,15,7,6.285714286,15,4.833333333,2,0,0,0,0,0,0
5773,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,11,11,0,7,7,0,0,0,0,0,0,0,55
5774,0,0,0,0,1,1,0,0,0,1,0,3,0,1,1,5,5,2,5,2.666666667,1.5,5,0,0,0,0,0,0,34
5775,0,1,0,0,2,0,0,0,0,1,0,8,3,2,3,2,8,5,8,4.625,4,4.833333333,0,0,0,0,0,0,17
5776,0,0,0,0,2,0,0,0,0,0,0,5,1,2,2,0,4,4,0,2.6,2.6,0,1,0,0,0,1,2,47
5777,0,0,0,0,2,0,0,0,0,3,0,11,3,3,3,3,10,10,8,5.727272727,6.5,5.555555556,1,0,0,0,0,0,136
5778,0,0,0,0,2,0,0,0,0,2,0,4,4,2,3,2,19,19,6,7.5,11,4,0,0,0,0,0,0,1
5779,0,0,0,0,2,0,0,0,0,1,0,10,3,1,3,1,8,7,8,4,5,3.75,0,0,0,0,0,0,66
5780,0,0,0,0,2,0,0,0,0,1,0,3,4,3,3,7,14,14,7,8,8.5,7,0,0,0,0,0,0,208
5781,0,0,0,0,2,1,0,1,0,1,0,15,3,1,2,1,19,10,19,6.866666667,7,6.833333333,0,0,0,0,0,0,26
5782,0,0,0,0,3,1,0,0,0,0,0,8,1,2,13,2,13,13,9,6.25,13,5.285714286,4,0,0,0,0,0,17
5783,0,0,0,0,1,0,0,0,0,0,0,1,0,9,9,0,9,9,0,9,9,0,0,0,0,0,0,0,87
5784,0,0,0,0,2,0,0,0,0,1,0,2,2,6,6,0,18,18,0,12,12,0,0,1,0,0,0,0,16
5785,0,0,0,0,2,1,0,0,0,2,0,6,3,4,12,4,12,12,10,7.333333333,12,6.4,0,0,0,0,0,0,0
5786,0,0,0,0,2,0,0,0,0,1,0,2,3,3,3,0,7,7,0,5,5,0,0,0,0,0,0,0,20
5787,0,0,0,0,3,1,0,0,0,0,0,9,3,3,3,3,8,8,7,5.111111111,5.5,5,0,0,0,0,0,0,109
5788,0,0,0,0,2,1,0,0,0,1,0,11,3,2,3,2,9,7,9,5.090909091,5,5.111111111,0,0,0,0,0,0,165
5789,0,0,0,0,2,0,0,0,0,1,0,9,3,2,3,2,10,10,7,5.222222222,6.5,4.857142857,0,0,0,0,0,0,94
5790,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,14,14,0,8.5,8.5,0,0,0,0,0,0,0,83
5791,0,0,0,0,2,1,0,0,0,1,0,7,6,3,3,3,10,10,10,7,6.666666667,7.25,0,0,0,0,0,0,5
5792,0,0,0,0,2,0,1,0,0,0,0,16,10,3,3,3,18,6,18,8.125,4.5,8.642857143,0,0,0,0,0,0,63
5793,0,0,0,0,2,0,1,1,0,0,0,2,3,3,3,0,6,6,0,4.5,4.5,0,0,0,0,0,0,0,22
5794,0,0,0,0,3,0,0,0,0,1,0,6,0,3,5,3,8,6,8,4.833333333,5.5,4.5,0,0,0,0,0,0,6
5795,0,0,0,0,3,0,0,0,0,1,0,9,3,1,3,1,9,9,7,4.444444444,6,4,0,0,0,0,0,0,169
5796,0,0,0,0,3,0,0,0,0,0,0,7,6,3,3,4,11,11,10,7,7,7,0,0,0,0,0,0,0
5797,0,0,0,0,2,0,0,0,0,1,0,5,3,3,3,3,14,14,12,8,8.5,7.666666667,0,0,0,0,0,0,67
5798,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,14,14,0,8.5,8.5,0,0,0,0,0,0,0,8
5799,0,0,0,0,2,0,0,0,0,1,0,2,1,4,4,0,12,12,0,8,8,0,0,0,0,0,0,0,103
5800,0,0,0,0,3,0,0,1,0,0,0,6,1,1,1,2,7,7,7,4.333333333,4.25,4.5,2,0,0,0,0,0,21
5801,0,0,0,0,3,0,0,0,0,0,0,7,5,1,3,1,9,6,9,4.714285714,4.5,4.8,0,0,0,0,0,0,19
5802,0,0,0,0,3,0,0,0,0,1,0,3,3,3,3,4,12,12,4,6.333333333,7.5,4,1,0,0,0,0,0,12
5803,0,1,0,0,2,0,0,0,0,3,0,4,3,3,3,3,10,3,10,4.75,3,6.5,0,0,0,0,0,0,124
5804,0,1,0,0,3,0,0,0,0,0,0,10,10,1,9,1,200,9,200,24.1,9,25.77777778,3,0,0,0,0,0,9
5805,0,1,1,1,3,0,0,0,0,0,0,11,4,2,2,2,5,3,5,2.818181818,2.5,3,0,0,0,0,0,2,39
5806,0,0,0,0,2,0,1,0,0,0,0,3,4,3,3,5,5,5,5,4.333333333,4,5,0,0,0,0,0,0,29
5807,0,0,0,0,2,0,0,0,0,0,0,4,4,3,3,4,9,9,6,5.5,6,5,0,0,0,0,0,0,191
5808,0,0,0,0,3,0,0,0,0,2,0,9,5,2,3,2,12,7,12,5.888888889,5,6.142857143,0,0,0,0,0,0,200
5809,0,0,0,0,2,0,0,0,0,2,0,4,1,3,7,3,8,7,8,5.75,7,5.333333333,0,0,0,0,0,0,587
5810,0,0,0,0,2,1,0,0,0,0,0,11,4,2,12,2,12,12,10,5.909090909,12,5.3,3,0,0,0,0,0,32
5811,0,0,0,0,2,0,0,0,0,0,0,1,0,5,5,0,5,5,0,5,5,0,0,0,0,0,0,0,346
5812,0,0,0,0,2,0,0,0,0,0,0,3,3,3,3,0,9,9,0,6.333333333,6.333333333,0,0,0,0,0,0,0,29
5813,0,0,0,0,3,0,0,0,0,0,0,19,5,2,10,2,10,10,9,4.736842105,10,4.444444444,1,0,0,1,0,0,28
5815,0,0,0,0,2,0,0,0,0,1,0,2,3,3,3,0,11,11,0,7,7,0,0,0,0,0,0,0,28
5817,0,0,0,0,3,0,0,0,0,0,0,6,3,1,3,1,8,8,7,4.166666667,5.5,3.5,0,0,0,0,0,0,13
5818,0,0,0,0,2,0,0,0,0,0,0,2,0,11,11,0,14,14,0,12.5,12.5,0,0,0,0,0,0,0,1
5819,0,1,0,0,3,1,0,0,0,0,0,31,13,2,3,2,25,6,25,5.419354839,4.5,5.482758621,1,1,0,0,0,0,1
5820,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,18,18,0,10.5,10.5,0,0,0,0,0,0,0,106
5821,0,0,0,0,3,0,0,0,0,1,0,4,4,3,3,3,11,11,4,5.25,7,3.5,0,0,0,0,0,0,35
